,Species,Zone,Tree,Tree.height,Tree.girth,Strata,Branch,Branch.length,Length,Width,Area,Petiole.length,Petiole.width,Herbivory,Stomata,Branchnum
1123,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,1,NA,6.49,4.28,22.66,4.9,0.8,20,74,274
1124,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,1,NA,8.06,5.64,33.89,6.2,1.2,42,74,274
1125,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,1,NA,7.24,5.24,29.5,5.7,1.1,3,74,274
1126,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,2,NA,9.06,6.86,42.72,7.2,1.5,28,74,275
1127,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,2,NA,9.05,6.46,40.79,7.3,1.5,21,74,275
1128,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,2,NA,6.92,5.92,31.78,7.8,1.3,3,74,275
1129,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,2,NA,7.69,6.08,34.87,8,1.4,5,74,275
1130,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,2,NA,9.34,6.54,42.04,6.9,1.4,20,74,275
1131,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,3,NA,7.32,5.34,30.22,5.9,1,10,74,276
1132,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,3,NA,7.67,5.85,33.71,6.6,1,3,74,276
1133,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,3,NA,4.17,5.63,22.08,6.4,1,25,74,276
1134,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,3,NA,6.75,4.64,25.16,6.2,0.9,45,74,276
1135,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Mid,3,NA,6.35,3.92,20.52,8.9,0.9,0,74,276
1136,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,1,NA,5.78,3.73,17.89,5.7,1,3,46,271
1137,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,1,NA,4.05,3.2,10.14,4.1,1,0,46,271
1138,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,1,NA,6.54,4.14,22.15,5.3,1.1,0,46,271
1139,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,1,NA,3.38,2.98,7.07,NA,NA,0,46,271
1140,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,1,NA,4.96,3.53,14.46,4.6,0.9,0,46,271
1141,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,2,NA,6.39,4.47,23.26,7.1,1.2,0,46,272
1142,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,2,NA,6.73,4.52,24.53,8.4,1.3,5,46,272
1143,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,2,NA,4.92,3.76,15.44,NA,0.9,0,46,272
1144,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,2,NA,5.5,3.5,15.95,NA,1,0,46,272
1145,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,2,NA,6.94,4.59,25.5,5.8,1.3,2,46,272
1146,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,3,NA,7.98,5.54,33.17,5.8,1.4,2,46,273
1147,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,3,NA,7.42,5.76,32.52,5.5,1.1,3,46,273
1148,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,3,NA,7.27,5.17,29.26,6.3,1.3,4,46,273
1149,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,3,NA,8.16,4.91,30.71,6.4,1.2,0,46,273
1150,Anogeissus latifolia,Moist Deciduous,27,10,62.5,Bottom,3,NA,7,5.13,28.25,5.7,1.4,3,46,273
1151,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,1,NA,7.49,6.09,34.31,8.8,1.4,2,28,287
1152,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,1,NA,5.62,4.67,21.89,7.8,1,0,28,287
1153,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,1,NA,7.44,5.14,29.63,7.8,1.4,8,28,287
1154,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,1,NA,5.04,4.09,17.37,6.7,1.1,15,28,287
1155,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,1,NA,4.85,4.63,19.37,8.2,1,25,28,287
1156,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,2,NA,5.58,4.31,20.05,NA,1,0,28,288
1157,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,2,NA,10.44,5.59,40.84,8.9,1.4,35,28,288
1158,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,2,NA,10.28,7.32,48.6,9.7,2.3,25,28,288
1159,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,2,NA,8.71,5.89,37.04,7.6,1.7,20,28,288
1160,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,2,NA,8.92,6.3,39.63,9.6,2,8,28,288
1161,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,3,NA,8.94,6.44,40.36,7.5,1.5,20,28,289
1162,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,3,NA,7.84,5.66,33.32,7.2,1.7,25,28,289
1163,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,3,NA,9.23,7.88,48.1,9.4,2.2,10,28,289
1164,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,3,NA,6.77,5.31,28.42,5.6,1.3,15,28,289
1165,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Upper,3,NA,9.07,6.62,41.61,8.2,2,18,28,289
1166,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,1,NA,5.4,4.65,21.13,5.7,1.2,1,34,284
1167,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,1,NA,6.85,5.11,27.7,7.3,1.4,2,34,284
1168,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,1,NA,5.76,4.2,20.07,7.8,1.3,0,34,284
1169,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,1,NA,5.01,4.03,17,7.5,1,10,34,284
1170,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,1,NA,3.18,2.73,5.27,4.9,0.9,0,34,284
1171,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,2,NA,4.4,3.02,10.34,5.3,0.8,3,34,285
1172,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,2,NA,5.69,4.59,21.72,6.9,1.2,8,34,285
1173,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,2,NA,4.03,4.02,13.99,6.1,1.2,0,34,285
1174,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,2,NA,6.65,5.32,28.1,7.5,1.3,2,34,285
1175,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,2,NA,6.42,4.92,25.5,7.2,1.4,18,34,285
1176,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,3,NA,6.23,4.9,24.83,6.6,1.3,8,34,286
1177,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,3,NA,5.64,4.79,22.52,6.2,1.2,0,34,286
1178,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,3,NA,4.87,4.62,19.38,7.2,1.2,0,34,286
1179,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,3,NA,4.64,4,15.73,7.7,1,11,34,286
1180,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Mid,3,NA,5.81,4.34,20.89,8.4,1.2,0,34,286
1181,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,1,NA,8.96,5.41,35.51,10.5,1.7,12,44,281
1182,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,1,NA,9.76,6.9,45.03,9.9,1.9,5,44,281
1183,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,1,NA,7.75,5.98,34.57,8.9,1.3,50,44,281
1184,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,1,NA,8.61,6.76,40.89,10.4,1.6,15,44,281
1185,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,1,NA,8.52,6.41,38.95,8.9,1.9,0,44,281
1186,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,2,NA,7.72,4.94,29.52,8.6,1.6,18,44,282
1187,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,2,NA,6.77,6.19,32.61,7.7,1.6,5,44,282
1188,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,2,NA,4.53,4.85,19.45,6.7,1.4,0,44,282
1189,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,2,NA,7.49,6.36,35.59,8.4,1.9,0,44,282
1190,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,2,NA,6.95,5.62,30.44,9.3,1.7,0,44,282
1191,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,3,NA,3.97,3.55,11.57,6.3,1,0,44,283
1192,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,3,NA,6.79,3.42,19.47,8.2,1.6,10,44,283
1193,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,3,NA,4.49,3.48,12.8,7.8,1.1,0,44,283
1194,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,3,NA,4.5,3.98,15.22,7.3,0.9,10,44,283
1195,Anogeissus latifolia,Moist Deciduous,28,13,77.5,Bottom,3,NA,4.68,4.17,16.67,5.1,1.3,2,44,283
1196,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,1,NA,10.42,5.77,41.64,14.8,1.3,10,44,297
1197,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,1,NA,10.75,6.12,44.31,10.7,1.3,8,44,297
1198,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,1,NA,12.19,7.12,53.42,13.2,1.4,18,44,297
1199,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,1,NA,10.28,5.52,40.03,12.3,1.4,25,44,297
1200,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,1,NA,11.08,6.46,46.92,8.1,1.3,10,44,297
1201,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,2,NA,9.26,5.12,35.04,11.5,0.9,31,44,298
1202,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,2,NA,11.06,5.56,42.58,1.3,1.4,2,44,298
1203,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,2,NA,10.45,5.78,41.78,9.3,1.3,15,44,298
1204,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,2,NA,8.24,4.36,28.33,10.4,1.2,10,44,298
1205,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,2,NA,10.03,4,32.03,7.8,1,80,44,298
1206,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,3,NA,8.22,3.78,25.51,8.2,1,22,44,299
1207,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,3,NA,8.63,5.3,33.99,10.3,1.1,10,44,299
1208,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,3,NA,7.88,4.46,27.72,7.2,1.1,25,44,299
1209,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,3,NA,8.86,3.27,25.01,9.3,1.1,17,44,299
1210,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Upper,3,NA,8.22,3.96,26.37,6.9,0.6,87,44,299
1211,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,1,NA,13.78,6.58,55.66,16.1,2,8,34,294
1212,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,1,NA,12.66,6.86,53.61,11.6,1.8,10,34,294
1213,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,1,NA,13.08,6.72,54.21,14.2,1.7,5,34,294
1214,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,1,NA,9.39,6.87,43.77,11.6,1.3,17,34,294
1215,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,1,NA,12.09,6.58,50.55,12.1,1.4,10,34,294
1216,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,2,NA,10.02,6.5,43.91,10.4,1.9,15,34,295
1217,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,2,NA,12.6,6.41,51.28,11.4,1.8,8,34,295
1218,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,2,NA,12.8,6.31,51.41,11.1,1.8,9,34,295
1219,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,2,NA,10.57,5.18,39.28,10.1,1.4,25,34,295
1220,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,2,NA,12.45,6.4,50.78,10.5,1.7,5,34,295
1221,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,3,NA,9.47,4.95,34.86,10.1,1.3,35,34,296
1222,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,3,NA,9.78,5.35,37.71,11.1,1.5,10,34,296
1223,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,3,NA,7.44,5.24,30.11,9,1.1,25,34,296
1224,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,3,NA,7.5,5.1,29.62,10.8,1.4,15,34,296
1225,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Mid,3,NA,9.48,4.61,33.27,10,1.4,25,34,296
1226,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,1,NA,6.84,5.31,28.63,10.1,0.9,0,36,291
1227,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,1,NA,9.21,4.92,33.93,9.8,1,5,36,291
1228,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,1,NA,9.73,5.99,40.6,8.9,1,15,36,291
1229,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,1,NA,8.45,4.76,30.87,9.2,1.1,0,36,291
1230,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,1,NA,7.92,5.12,30.99,7.5,1,10,36,291
1231,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,2,NA,9.56,5.67,38.56,9,1.2,4,36,292
1232,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,2,NA,7.56,4.31,26.04,10.1,1,7,36,292
1233,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,2,NA,9.02,4.97,33.6,7.5,1,3,36,292
1234,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,2,NA,10.19,4.9,36.8,11.9,1,2,36,292
1235,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,2,NA,6.98,6.81,36.2,8.7,0.9,10,36,292
1236,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,3,NA,11.3,5.52,43.11,10.7,1.2,3,36,293
1237,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,3,NA,9.31,4.63,32.85,12.5,1.1,15,36,293
1238,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,3,NA,8.3,3.38,23.84,9.1,0.9,35,36,293
1239,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,3,NA,9.44,5.4,36.92,9.2,1,22,36,293
1240,Anogeissus latifolia,Moist Deciduous,29,13,75.6,Bottom,3,NA,5.32,4.26,19.03,7.5,0.8,0,36,293
1241,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,1,NA,5.25,4.64,20.63,5.2,1.1,0,36,307
1242,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,1,NA,7.38,4.94,28.5,7.3,1.2,5,36,307
1243,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,1,NA,7.92,5.99,35.13,6.9,1.2,8,36,307
1244,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,1,NA,6.5,4.87,25.5,8.1,0.9,5,36,307
1245,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,1,NA,7.65,5.68,32.84,8,1.2,7,36,307
1246,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,2,NA,9.83,6.85,45,9.3,1.4,10,36,308
1247,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,2,NA,7.99,7.54,42.73,7.6,1.5,45,36,308
1248,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,2,NA,6.38,6.06,30.81,7.9,1.4,5,36,308
1249,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,2,NA,3.16,3.16,7.26,3.4,1.2,7,36,308
1250,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,2,NA,4.29,4.38,16.49,5.8,1.1,0,36,308
1251,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,3,NA,10.29,6.33,43.92,10,1.4,20,36,309
1252,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,3,NA,10.46,6.23,43.95,8.8,1.2,6,36,309
1253,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,3,NA,8.27,6.7,39.57,8.1,1.5,10,36,309
1254,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,3,NA,10.15,6.65,45.02,10,1.4,1,36,309
1255,Anogeissus latifolia,Moist Deciduous,30,11,45,Upper,3,NA,10.41,6.9,46.99,8.9,1.6,3,36,309
1256,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,1,NA,6.56,5.31,27.78,6.4,1.2,0,60,304
1257,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,1,NA,7.07,5.27,29.13,6.1,1.1,3,60,304
1258,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,1,NA,7.68,5.96,34.26,7.1,1.1,0,60,304
1259,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,1,NA,4.89,4.13,17.11,5,0.9,0,60,304
1260,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,1,NA,7.44,5.55,31.58,8.5,1,5,60,304
1261,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,2,NA,7.49,5.86,33.21,5.9,1.2,8,60,305
1262,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,2,NA,7.17,5.69,31.43,7.3,1.1,0,60,305
1263,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,2,NA,7.91,5.74,33.91,5.9,1.1,1,60,305
1264,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,2,NA,5.96,5.37,26.25,5.7,1,7,60,305
1265,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,2,NA,5.58,4.69,21.86,5.6,0.8,15,60,305
1266,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,3,NA,9.34,6.01,39.52,9.5,1.1,7,60,306
1267,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,3,NA,9.85,7.5,48.16,7.8,1.1,12,60,306
1268,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,3,NA,9.8,7.09,46.06,9.6,1.2,20,60,306
1269,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,3,NA,7.7,6.61,37.42,9.1,1.2,18,60,306
1270,Anogeissus latifolia,Moist Deciduous,30,11,45,Mid,3,NA,8.53,6.26,38.26,9.8,0.9,38,60,306
1271,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,1,NA,7.77,5.56,32.63,6.2,1.3,10,26,301
1272,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,1,NA,7.52,4.97,29.06,8.8,1.2,5,26,301
1273,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,1,NA,7.69,5.34,31.34,7.1,1.3,10,26,301
1274,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,1,NA,7.91,5.29,31.77,7.2,1.1,8,26,301
1275,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,1,NA,7.03,4.31,24.44,9.4,0.8,6,26,301
1276,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,2,NA,6.17,5.71,28.51,8.4,1.3,0,26,302
1277,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,2,NA,8.56,6.16,37.88,9,1.5,20,26,302
1278,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,2,NA,8.79,6.21,38.81,10.1,1.2,10,26,302
1279,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,2,NA,8.16,5,31.14,11.8,1.2,2,26,302
1280,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,2,NA,6.97,6.5,34.69,10.7,1,0,26,302
1281,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,3,NA,8.23,5.48,33.64,9.8,1,0,26,303
1282,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,3,NA,8.81,5.5,35.49,9.5,1.1,3,26,303
1283,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,3,NA,7.91,6.17,35.96,8,1.5,2,26,303
1284,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,3,NA,7.57,6.32,35.65,13,1.1,20,26,303
1285,Anogeissus latifolia,Moist Deciduous,30,11,45,Bottom,3,NA,8.59,3.04,23.1,10.1,1,45,26,303
1286,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,1,30,4.83,3.46,14.61,8,1.4,0,26,317
1287,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,1,30,4.32,3.26,12.83,6.2,1.2,0,26,317
1288,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,1,30,5.74,3.78,17.65,6.6,1.5,15,26,317
1289,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,1,30,7.43,3.94,21.58,7,1.8,0,26,317
1290,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,1,30,5.56,4.16,18.8,7.8,1.5,0,26,317
1291,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,2,70,5.47,4.58,20.28,8.2,1.8,5,26,318
1292,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,2,70,5.58,3.67,16.9,8.3,1.6,1,26,318
1293,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,2,70,4.03,3.33,12.53,6,1.3,0,26,318
1294,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,2,70,2.62,1.79,3.71,6.8,1.1,0,26,318
1295,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,2,70,4.12,3.08,11.73,7.6,0.8,10,26,318
1296,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,3,31,7.22,4.5,23.38,6.5,1.7,13,26,319
1297,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,3,31,5.12,3.42,15.02,6.6,1.1,0,26,319
1298,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,3,31,8.42,4.92,27.38,7.4,2.2,2,26,319
1299,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,3,31,4.66,3.46,14.28,8.3,1.5,0,26,319
1300,Diospyros montana,Dry Thorn,31,8.5,46.5,Upper,3,31,5.67,3.9,17.99,9,1.9,2,26,319
1301,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,1,26,6.72,3.81,19.68,7.4,2,2,20,314
1302,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,1,26,5.69,4.01,18.46,6.5,1.2,2,20,314
1303,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,1,26,3.02,3.21,10.1,6.1,1.2,5,20,314
1304,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,1,26,2.54,3.24,9.28,5.8,1.5,4,20,314
1305,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,1,26,4.58,2.79,11.48,5.7,1.1,15,20,314
1306,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,2,47,7.07,3.98,21.03,7.1,1.2,0,20,315
1307,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,2,47,5.31,4.76,20.68,5,1.8,1,20,315
1308,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,2,47,5.12,3.38,14.86,6.7,1.8,0,20,315
1309,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,2,47,5.4,2.76,12.96,6.1,1.2,0,20,315
1310,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,2,47,6.69,3.5,18.4,5.8,1.8,0,20,315
1311,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,3,43,8.62,4.45,25.91,7.2,1.7,4,20,316
1312,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,3,43,9.24,4.96,29.13,6.6,1.9,0,20,316
1313,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,3,43,6.47,4.84,23.26,7.2,1.9,7,20,316
1314,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,3,43,2.94,2.74,8.09,5.1,1.1,0,20,316
1315,Diospyros montana,Dry Thorn,31,8.5,46.5,Mid,3,43,6.09,3.71,18.06,7.8,1.9,1,20,316
1316,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,1,11,6.78,3.65,19.16,5.5,1.9,0,NA,311
1317,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,1,11,4.05,3.07,11.55,4.6,1.6,0,NA,311
1318,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,1,11,4.09,3.26,12.38,4.7,1.7,0,NA,311
1319,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,1,11,5.19,3.69,16.22,6.3,1.7,0,NA,311
1320,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,1,11,6.42,3.79,19.02,5.5,1.8,3,NA,311
1321,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,2,16,3.26,3.21,10.57,5.4,1.5,1,NA,312
1322,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,2,16,5.03,3.81,16.39,7,1.6,2,NA,312
1323,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,2,16,5.91,3.38,16.4,7.6,1.4,15,NA,312
1324,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,2,16,5.66,3.87,17.85,7.2,1.2,3,NA,312
1325,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,2,16,5.08,3.57,15.53,7.7,2,12,NA,312
1326,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,3,17,5.51,3.39,15.66,7.8,2,0,NA,313
1327,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,3,17,4.12,3.11,11.85,6.4,1.8,5,NA,313
1328,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,3,17,5.17,3.81,16.66,6.4,2,2,NA,313
1329,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,3,17,3.02,2.8,8.48,6.2,1.5,0,NA,313
1330,Diospyros montana,Dry Thorn,31,8.5,46.5,Bottom,3,17,1.68,2.25,3.7,2.9,1.8,1,NA,313
1331,Diospyros montana,Dry Thorn,32,5,38.5,Upper,1,33,9.28,6.12,33.79,10.6,1.5,0,38,327
1332,Diospyros montana,Dry Thorn,32,5,38.5,Upper,1,33,7.21,5.68,28.02,7.9,1.5,0,38,327
1333,Diospyros montana,Dry Thorn,32,5,38.5,Upper,1,33,7.06,4.89,24.61,10.6,1.9,7,38,327
1334,Diospyros montana,Dry Thorn,32,5,38.5,Upper,1,33,6.09,4.88,22.68,7.5,1.5,0,38,327
1335,Diospyros montana,Dry Thorn,32,5,38.5,Upper,1,33,6.97,4.96,24.71,9,2.4,40,38,327
1336,Diospyros montana,Dry Thorn,32,5,38.5,Upper,2,41,9.5,5.72,32.64,10.6,2.2,0,38,328
1337,Diospyros montana,Dry Thorn,32,5,38.5,Upper,2,41,6.34,5.45,25.41,6.2,1.6,0,38,328
